Country,Region,Cause,year,month,fires_count,burned_area_ha,temperature_c,humidity_percent,wind_speed_kmh
Russia,Far East,Deforestation,1994,10,270,46004,44,48,56
Canada,British Columbia,Unknown,1994,6,87,46002,36,43,43
Canada,Alberta,Unknown,1994,5,252,8217,44,24,43
France,Corsica,Lightning,1994,5,91,73064,44,43,58
France,Provence,Climate Change,1994,7,445,67661,21,9,52
China,Yunnan,Human,1994,6,396,11035,25,26,12
China,Sichuan,Human,1994,8,100,77918,38,47,23
India,Madhya Pradesh,Climate Change,1994,7,146,97253,46,42,47
India,Assam,Human,1994,6,138,92490,48,15,42
Turkey,Mugla,Lightning,1995,5,434,73438,35,74,66
Turkey,Antalya,Unknown,1995,6,447,15665,41,77,56
Turkey,Izmir,Climate Change,1995,10,483,70580,35,31,42
Spain,Catalonia,Unknown,1995,8,276,42630,49,23,58
Spain,Andalusia,Deforestation,1995,9,126,65146,49,84,60
USA,California,Climate Change,1995,5,21,51850,42,79,40
USA,Texas,Human,1995,10,92,60484,49,74,46
USA,Oregon,Unknown,1995,8,237,99310,39,35,46
Brazil,Amazonas,Human,1995,7,327,69974,39,85,39
Brazil,Mato Grosso,Unknown,1995,8,424,98870,16,85,31
Greece,Athens,Unknown,1995,6,231,15264,47,69,5
Greece,Crete,Human,1995,10,371,99006,42,26,26
Australia,New South Wales,Unknown,1995,5,63,77337,26,20,17
Australia,Victoria,Climate Change,1995,5,59,75552,41,25,67
Portugal,Lisbon,Human,1995,6,203,44397,18,47,64
Portugal,Porto,Lightning,1995,7,455,68445,38,38,60
Italy,Sicily,Unknown,1995,6,134,17901,31,86,15
Italy,Sardinia,Deforestation,1995,5,211,78127,30,36,24
Russia,Siberia,Lightning,1995,10,166,9925,21,37,69
Russia,Far East,Lightning,1995,7,68,8023,18,65,21
Canada,British Columbia,Human,1995,7,467,25105,48,80,29
Canada,Alberta,Human,1995,7,12,78782,38,70,65
France,Corsica,Human,1995,5,385,82289,17,9,66
France,Provence,Lightning,1995,10,23,80196,44,80,11
China,Yunnan,Climate Change,1995,6,404,50635,29,52,12
China,Sichuan,Deforestation,1995,8,38,57351,23,86,20
India,Madhya Pradesh,Human,1995,8,330,4310,46,84,23
India,Assam,Lightning,1995,8,246,83706,45,9,55
Turkey,Mugla,Unknown,1996,10,450,18556,48,16,23
Turkey,Antalya,Unknown,1996,5,256,21888,43,31,56
Turkey,Izmir,Climate Change,1996,5,137,97872,27,46,16
Spain,Catalonia,Deforestation,1996,6,310,55141,27,72,48
Spain,Andalusia,Lightning,1996,10,93,96558,26,17,10
USA,California,Deforestation,1996,7,177,57161,24,27,46
USA,Texas,Climate Change,1996,9,166,58099,46,42,57
USA,Oregon,Human,1996,10,201,39818,32,32,51
Brazil,Amazonas,Lightning,1996,6,261,8408,33,63,69
Brazil,Mato Grosso,Lightning,1996,7,455,43532,42,38,40
Greece,Athens,Lightning,1996,7,130,98742,17,27,18
Greece,Crete,Unknown,1996,6,111,50421,20,35,10
Australia,New South Wales,Unknown,1996,10,167,11444,26,67,53
Australia,Victoria,Lightning,1996,9,412,90285,44,33,11
Portugal,Lisbon,Deforestation,1996,8,406,18740,15,85,47
Portugal,Porto,Unknown,1996,8,397,10783,47,7,52
Italy,Sicily,Unknown,1996,6,202,87838,20,16,10
Italy,Sardinia,Human,1996,5,309,12726,46,39,50
Russia,Siberia,Unknown,1996,10,148,24760,38,12,22
Russia,Far East,Unknown,1996,8,340,17773,29,8,63
Canada,British Columbia,Human,1996,7,490,85644,49,59,29
Canada,Alberta,Deforestation,1996,9,51,4325,19,78,29
France,Corsica,Climate Change,1996,10,50,32826,30,44,31
France,Provence,Human,1996,5,231,71716,38,52,50
China,Yunnan,Human,1996,5,134,3900,47,21,32
China,Sichuan,Human,1996,6,330,52938,44,38,19
India,Madhya Pradesh,Lightning,1996,5,60,44478,41,59,20
India,Assam,Deforestation,1996,8,51,18738,16,55,29
Turkey,Mugla,Human,1997,5,62,51442,26,47,30
Turkey,Antalya,Climate Change,1997,7,53,85990,16,91,27
Turkey,Izmir,Unknown,1997,8,78,61586,46,46,32
Spain,Catalonia,Unknown,1997,10,21,89399,22,53,39
Spain,Andalusia,Climate Change,1997,9,32,30384,22,15,48
USA,California,Human,1997,9,278,16021,36,49,62
USA,Texas,Climate Change,1997,7,131,69056,21,65,37
USA,Oregon,Lightning,1997,7,484,58910,25,86,6
Brazil,Amazonas,Deforestation,1997,7,250,64902,37,85,11
Brazil,Mato Grosso,Lightning,1997,6,240,69726,17,63,4
Greece,Athens,Human,1997,10,390,3654,23,40,3
Greece,Crete,Climate Change,1997,9,422,4222,21,26,69
Australia,New South Wales,Lightning,1997,10,102,55311,39,69,62
Australia,Victoria,Lightning,1997,9,187,13650,21,89,51
Portugal,Lisbon,Human,1997,8,467,87922,48,39,40
Portugal,Porto,Deforestation,1997,10,210,12570,19,34,5
Italy,Sicily,Lightning,1997,7,497,34989,38,26,45
Italy,Sardinia,Deforestation,1997,7,439,96312,20,36,3
Russia,Siberia,Deforestation,1997,9,63,45919,23,81,15
Russia,Far East,Lightning,1997,7,143,14513,34,84,59
Canada,British Columbia,Climate Change,1997,6,125,96947,42,22,27
Canada,Alberta,Human,1997,10,139,47301,21,39,53
France,Corsica,Human,1997,6,491,69496,42,48,57
France,Provence,Deforestation,1997,6,155,4949,20,37,63
China,Yunnan,Lightning,1997,8,376,34887,48,45,11
China,Sichuan,Deforestation,1997,8,463,97564,47,11,5
India,Madhya Pradesh,Unknown,1997,10,78,89522,18,31,18
India,Assam,Unknown,1997,9,230,6083,20,58,9
Turkey,Mugla,Climate Change,1998,6,185,77895,19,51,41
Turkey,Antalya,Human,1998,6,139,21743,42,47,48
Turkey,Izmir,Lightning,1998,5,346,59801,41,76,7
Spain,Catalonia,Lightning,1998,7,225,88524,19,75,23
Spain,Andalusia,Unknown,1998,7,435,64472,46,87,2
USA,California,Unknown,1998,10,178,76123,22,36,31
USA,Texas,Unknown,1998,10,480,48076,46,93,62
USA,Oregon,Lightning,1998,5,401,97468,24,63,58
Brazil,Amazonas,Unknown,1998,8,15,81696,48,88,8
Brazil,Mato Grosso,Deforestation,1998,5,66,86940,43,80,6
Greece,Athens,Unknown,1998,8,481,43526,15,20,31
Greece,Crete,Lightning,1998,5,302,42144,27,52,63
Australia,New South Wales,Unknown,1998,8,353,32796,42,81,4
Australia,Victoria,Deforestation,1998,9,436,61631,31,86,41
Portugal,Lisbon,Deforestation,1998,6,333,21888,43,70,18
Portugal,Porto,Unknown,1998,5,124,85506,44,55,17
Italy,Sicily,Lightning,1998,6,18,57911,38,86,44
Italy,Sardinia,Climate Change,1998,5,151,40375,44,67,27
Russia,Siberia,Climate Change,1998,7,327,57755,43,10,53
Russia,Far East,Lightning,1998,5,440,61897,21,79,12
Canada,British Columbia,Climate Change,1998,8,152,68002,38,34,31
Canada,Alberta,Unknown,1998,5,372,25668,36,65,22
France,Corsica,Deforestation,1998,9,250,68297,20,36,28
France,Provence,Climate Change,1998,9,391,31508,44,26,20
China,Yunnan,Lightning,1998,8,499,54006,41,76,55
China,Sichuan,Human,1998,7,339,88815,40,88,11
India,Madhya Pradesh,Human,1998,7,214,8961,38,78,67
India,Assam,Climate Change,1998,10,356,83862,21,75,28
Turkey,Mugla,Climate Change,1999,6,357,69914,27,6,52
Turkey,Antalya,Human,1999,9,151,9301,16,55,27
Turkey,Izmir,Unknown,1999,10,280,70522,49,79,9
Spain,Catalonia,Deforestation,1999,5,438,14550,38,25,37
Spain,Andalusia,Climate Change,1999,9,318,4258,30,10,53
USA,California,Lightning,1999,6,221,49730,27,22,36
USA,Texas,Climate Change,1999,10,171,27233,35,5,5
USA,Oregon,Human,1999,6,261,25361,26,11,52
Brazil,Amazonas,Unknown,1999,7,182,95229,40,71,56
Brazil,Mato Grosso,Lightning,1999,8,48,76468,22,18,63
Greece,Athens,Climate Change,1999,7,451,65829,46,44,14
Greece,Crete,Human,1999,7,21,49778,30,17,24
Australia,New South Wales,Human,1999,8,47,47021,44,17,31
Australia,Victoria,Lightning,1999,5,498,92801,49,70,40
Portugal,Lisbon,Lightning,1999,9,391,16572,36,42,15
Portugal,Porto,Deforestation,1999,10,134,56643,17,45,9
Italy,Sicily,Lightning,1999,6,100,49454,15,83,5
Italy,Sardinia,Deforestation,1999,8,96,13165,37,65,48
Russia,Siberia,Human,1999,7,491,90314,36,20,4
Russia,Far East,Lightning,1999,8,371,46084,16,43,47
Canada,British Columbia,Climate Change,1999,7,19,72554,23,10,58
Canada,Alberta,Unknown,1999,8,34,13850,34,58,28
France,Corsica,Lightning,1999,8,447,24938,28,14,51
France,Provence,Climate Change,1999,6,22,28055,45,88,24
China,Yunnan,Climate Change,1999,6,213,87073,27,85,16
China,Sichuan,Lightning,1999,6,432,23103,44,39,23
India,Madhya Pradesh,Human,1999,6,463,65673,20,68,8
India,Assam,Lightning,1999,10,48,25194,15,66,19
Turkey,Mugla,Deforestation,2000,8,139,34262,43,14,62
Turkey,Antalya,Climate Change,2000,7,191,98638,48,12,56
Turkey,Izmir,Human,2000,10,389,57499,25,92,11
Spain,Catalonia,Climate Change,2000,8,27,57587,30,60,7
Spain,Andalusia,Human,2000,10,451,43080,39,50,22
USA,California,Human,2000,7,170,99240,26,73,45
USA,Texas,Human,2000,8,269,81222,24,50,59
USA,Oregon,Deforestation,2000,9,56,14163,31,17,7
Brazil,Amazonas,Deforestation,2000,6,361,98195,31,9,7
Brazil,Mato Grosso,Climate Change,2000,6,377,84548,31,31,4
Greece,Athens,Climate Change,2000,8,225,49189,48,41,43
Greece,Crete,Deforestation,2000,5,448,42340,18,18,19
Australia,New South Wales,Climate Change,2000,6,261,48536,36,54,17
Australia,Victoria,Human,2000,8,480,43482,16,75,36
Portugal,Lisbon,Human,2000,8,368,1765,33,80,10
Portugal,Porto,Unknown,2000,7,466,88248,35,90,50
Italy,Sicily,Unknown,2000,6,149,62646,26,93,33
Italy,Sardinia,Human,2000,7,92,25357,17,93,27
Russia,Siberia,Deforestation,2000,8,268,27624,49,45,20
Russia,Far East,Climate Change,2000,9,443,80859,46,50,37
Canada,British Columbia,Lightning,2000,6,78,91075,26,76,47
Canada,Alberta,Human,2000,10,210,8677,19,23,40
France,Corsica,Lightning,2000,6,405,78370,41,24,9
France,Provence,Deforestation,2000,7,36,21729,38,28,57
China,Yunnan,Unknown,2000,5,124,3957,37,52,65
China,Sichuan,Human,2000,8,411,52793,38,65,56
India,Madhya Pradesh,Lightning,2000,9,88,43332,22,78,2
India,Assam,Climate Change,2000,9,157,32408,24,64,52
Turkey,Mugla,Human,2001,5,257,77907,34,52,41
Turkey,Antalya,Deforestation,2001,7,473,96073,29,74,62
Turkey,Izmir,Deforestation,2001,6,178,23248,49,76,4
Spain,Catalonia,Unknown,2001,6,441,76593,43,57,55
Spain,Andalusia,Unknown,2001,7,453,59890,36,38,51
USA,California,Unknown,2001,5,333,51557,30,58,34
USA,Texas,Unknown,2001,5,317,66633,32,20,9
USA,Oregon,Human,2001,8,168,35954,32,27,4
Brazil,Amazonas,Human,2001,10,177,40035,46,61,8
Brazil,Mato Grosso,Unknown,2001,10,446,77595,26,12,42
Greece,Athens,Climate Change,2001,6,306,5491,19,34,51
Greece,Crete,Climate Change,2001,6,265,40782,49,53,51
Australia,New South Wales,Lightning,2001,10,112,42641,32,88,35
Australia,Victoria,Human,2001,8,334,20018,25,89,51
Portugal,Lisbon,Deforestation,2001,5,136,68364,31,66,26
Portugal,Porto,Human,2001,5,279,77938,19,84,61
Italy,Sicily,Deforestation,2001,9,244,23235,46,17,39
Italy,Sardinia,Climate Change,2001,6,213,46312,47,9,49
Russia,Siberia,Lightning,2001,6,355,49385,27,46,53
Russia,Far East,Lightning,2001,7,286,84216,34,85,58
Canada,British Columbia,Deforestation,2001,6,9,82545,18,56,49
Canada,Alberta,Lightning,2001,8,461,7404,33,28,5
France,Corsica,Unknown,2001,5,485,44644,49,78,13
France,Provence,Lightning,2001,6,466,10093,32,28,2
China,Yunnan,Lightning,2001,10,83,29995,49,86,17
China,Sichuan,Climate Change,2001,9,147,23329,21,11,28
India,Madhya Pradesh,Climate Change,2001,5,474,58579,31,48,14
India,Assam,Human,2001,6,77,88424,18,30,69
Turkey,Mugla,Lightning,2002,9,154,87943,49,29,62
Turkey,Antalya,Human,2002,6,246,98973,26,61,64
Turkey,Izmir,Deforestation,2002,8,15,79856,41,93,68
Spain,Catalonia,Lightning,2002,5,349,76944,31,71,23
Spain,Andalusia,Lightning,2002,10,466,18323,27,74,7
USA,California,Unknown,2002,7,116,29180,44,59,59
USA,Texas,Climate Change,2002,9,20,48704,46,77,38
USA,Oregon,Deforestation,2002,9,219,67445,16,62,11
Brazil,Amazonas,Deforestation,2002,8,306,92981,41,82,46
Brazil,Mato Grosso,Deforestation,2002,9,166,12228,41,52,8
Greece,Athens,Lightning,2002,7,345,49340,47,37,26
Greece,Crete,Unknown,2002,10,426,85769,32,14,36
Australia,New South Wales,Human,2002,7,364,42874,15,86,26
Australia,Victoria,Human,2002,9,216,10100,25,81,21
Portugal,Lisbon,Human,2002,5,174,65040,45,69,53
Portugal,Porto,Deforestation,2002,8,153,70273,17,74,44
Italy,Sicily,Human,2002,9,263,62237,25,49,33
Italy,Sardinia,Unknown,2002,6,243,1463,42,17,30
Russia,Siberia,Unknown,2002,10,451,18505,40,63,50
Russia,Far East,Unknown,2002,9,476,5122,24,10,8
Canada,British Columbia,Deforestation,2002,9,35,61995,35,5,46
Canada,Alberta,Human,2002,10,438,89394,17,34,69
France,Corsica,Human,2002,8,71,94952,45,15,67
France,Provence,Unknown,2002,8,244,62556,24,54,40
China,Yunnan,Climate Change,2002,9,323,74016,42,42,34
China,Sichuan,Unknown,2002,9,79,99984,15,57,48
India,Madhya Pradesh,Human,2002,5,71,98877,28,27,55
India,Assam,Unknown,2002,10,40,17719,20,32,51
Turkey,Mugla,Deforestation,2003,10,418,55377,31,77,55
Turkey,Antalya,Unknown,2003,10,160,15947,19,73,8
Turkey,Izmir,Climate Change,2003,9,149,73068,23,63,14
Spain,Catalonia,Lightning,2003,7,272,86023,30,23,7
Spain,Andalusia,Deforestation,2003,8,418,38082,35,41,10
USA,California,Unknown,2003,9,295,79821,35,21,56
USA,Texas,Climate Change,2003,10,381,78088,39,5,50
USA,Oregon,Deforestation,2003,6,39,33885,26,51,44
Brazil,Amazonas,Climate Change,2003,8,421,4800,36,58,20
Brazil,Mato Grosso,Climate Change,2003,5,327,31952,48,79,49
Greece,Athens,Lightning,2003,6,179,93630,16,10,47
Greece,Crete,Lightning,2003,6,366,44427,28,78,34
Australia,New South Wales,Unknown,2003,6,66,44633,46,53,6
Australia,Victoria,Climate Change,2003,7,73,83922,47,64,47
Portugal,Lisbon,Human,2003,8,253,48193,31,71,14
Portugal,Porto,Deforestation,2003,8,116,40949,47,55,37
Italy,Sicily,Unknown,2003,5,363,68997,19,52,41
Italy,Sardinia,Deforestation,2003,9,30,68337,30,61,23
Russia,Siberia,Unknown,2003,5,371,47920,32,33,3
Russia,Far East,Climate Change,2003,10,262,40294,22,15,33
Canada,British Columbia,Human,2003,8,397,74427,30,85,11
Canada,Alberta,Human,2003,9,168,30843,36,56,51
France,Corsica,Unknown,2003,6,479,90960,33,23,53
France,Provence,Climate Change,2003,6,484,44928,35,39,6
China,Yunnan,Human,2003,8,257,39018,16,93,11
China,Sichuan,Deforestation,2003,10,304,82857,49,66,21
India,Madhya Pradesh,Human,2003,9,167,72968,30,32,33
India,Assam,Human,2003,8,399,13325,42,92,60
Turkey,Mugla,Human,2004,8,220,1749,48,26,30
Turkey,Antalya,Deforestation,2004,6,46,38317,44,79,35
Turkey,Izmir,Human,2004,9,127,43760,35,5,59
Spain,Catalonia,Climate Change,2004,9,249,72377,37,25,7
Spain,Andalusia,Human,2004,8,336,62219,42,15,57
USA,California,Human,2004,5,39,73524,49,23,32
USA,Texas,Human,2004,5,54,97466,24,12,27
USA,Oregon,Deforestation,2004,6,23,89137,15,52,26
Brazil,Amazonas,Climate Change,2004,8,380,82241,17,36,18
Brazil,Mato Grosso,Deforestation,2004,9,110,46504,18,23,18
Greece,Athens,Lightning,2004,9,223,89444,32,70,69
Greece,Crete,Human,2004,8,61,24620,35,27,3
Australia,New South Wales,Climate Change,2004,7,91,16893,21,48,34
Australia,Victoria,Human,2004,5,452,34919,40,89,28
Portugal,Lisbon,Human,2004,7,119,96562,49,73,24
Portugal,Porto,Lightning,2004,5,37,71004,38,92,25
Italy,Sicily,Human,2004,7,43,54048,45,29,28
Italy,Sardinia,Human,2004,7,457,68303,33,20,12
Russia,Siberia,Climate Change,2004,7,206,51415,37,59,26
Russia,Far East,Lightning,2004,9,236,14384,26,92,22
Canada,British Columbia,Unknown,2004,9,439,83676,37,37,9
Canada,Alberta,Human,2004,6,81,26664,24,67,15
France,Corsica,Deforestation,2004,10,79,38673,43,57,53
France,Provence,Human,2004,10,117,6493,34,58,12
China,Yunnan,Lightning,2004,8,285,45115,41,87,59
China,Sichuan,Deforestation,2004,9,489,24218,42,43,12
India,Madhya Pradesh,Unknown,2004,7,146,14087,16,61,61
India,Assam,Unknown,2004,8,26,70115,43,62,66
Turkey,Mugla,Deforestation,2005,6,162,56495,18,83,45
Turkey,Antalya,Climate Change,2005,8,378,87130,35,14,31
Turkey,Izmir,Deforestation,2005,8,236,35296,43,12,30
Spain,Catalonia,Human,2005,6,457,55079,49,54,41
Spain,Andalusia,Climate Change,2005,10,400,6328,41,5,66
USA,California,Unknown,2005,9,282,87794,34,71,15
USA,Texas,Lightning,2005,5,23,33931,18,37,44
USA,Oregon,Human,2005,9,454,35600,45,67,7
Brazil,Amazonas,Deforestation,2005,8,376,1474,17,63,14
Brazil,Mato Grosso,Climate Change,2005,9,324,24371,27,8,34
Greece,Athens,Human,2005,9,313,20936,43,63,41
Greece,Crete,Climate Change,2005,7,310,99463,32,24,6
Australia,New South Wales,Human,2005,6,384,16651,33,91,27
Australia,Victoria,Lightning,2005,5,289,41374,33,66,49
Portugal,Lisbon,Unknown,2005,10,278,30501,41,10,60
Portugal,Porto,Climate Change,2005,10,35,13516,32,91,24
Italy,Sicily,Lightning,2005,8,168,61820,34,9,19
Italy,Sardinia,Deforestation,2005,6,236,43652,15,67,42
Russia,Siberia,Deforestation,2005,6,388,50639,16,50,9
Russia,Far East,Climate Change,2005,10,328,1416,27,77,46
Canada,British Columbia,Unknown,2005,9,301,77371,16,66,20
Canada,Alberta,Climate Change,2005,10,404,60987,19,27,63
France,Corsica,Human,2005,10,419,74648,17,30,14
France,Provence,Climate Change,2005,8,170,87289,43,49,47
China,Yunnan,Human,2005,9,210,13991,34,81,69
China,Sichuan,Human,2005,7,140,85899,20,90,17
India,Madhya Pradesh,Human,2005,10,191,19337,32,16,55
India,Assam,Deforestation,2005,7,435,88676,30,25,2
Turkey,Mugla,Unknown,2006,9,455,2015,45,64,32
Turkey,Antalya,Deforestation,2006,6,485,50628,43,93,14
Turkey,Izmir,Deforestation,2006,7,368,20505,42,72,4
Spain,Catalonia,Deforestation,2006,6,490,14536,39,45,36
Spain,Andalusia,Unknown,2006,9,109,22336,49,88,51
USA,California,Human,2006,8,462,45313,27,74,55
USA,Texas,Deforestation,2006,8,345,13257,42,68,22
USA,Oregon,Lightning,2006,7,31,6832,43,43,58
Brazil,Amazonas,Unknown,2006,8,169,56384,44,32,24
Brazil,Mato Grosso,Climate Change,2006,5,264,48614,46,8,66
Greece,Athens,Climate Change,2006,8,401,28190,23,35,14
Greece,Crete,Lightning,2006,10,6,27652,21,22,52
Australia,New South Wales,Deforestation,2006,8,303,23326,23,72,40
Australia,Victoria,Lightning,2006,5,399,48101,36,65,27
Portugal,Lisbon,Climate Change,2006,8,164,58702,40,75,34
Portugal,Porto,Climate Change,2006,5,99,47424,25,36,65
Italy,Sicily,Lightning,2006,8,294,75730,22,70,22
Italy,Sardinia,Deforestation,2006,9,74,10585,30,77,36
Russia,Siberia,Lightning,2006,7,175,19665,24,78,21
Russia,Far East,Deforestation,2006,5,266,84760,16,42,34
Canada,British Columbia,Climate Change,2006,7,104,2182,36,72,18
Canada,Alberta,Climate Change,2006,9,217,63388,44,46,8
France,Corsica,Deforestation,2006,5,384,54570,38,23,42
France,Provence,Deforestation,2006,6,154,67735,41,10,26
China,Yunnan,Lightning,2006,6,14,69933,19,90,69
China,Sichuan,Human,2006,6,331,46229,25,57,51
India,Madhya Pradesh,Human,2006,8,128,21583,39,89,30
India,Assam,Unknown,2006,10,487,7112,43,92,60
Turkey,Mugla,Lightning,2007,10,356,9615,34,61,65
Turkey,Antalya,Human,2007,8,359,9300,41,21,64
Turkey,Izmir,Lightning,2007,7,68,31834,16,58,30
Spain,Catalonia,Human,2007,9,220,59067,23,31,57
Spain,Andalusia,Climate Change,2007,5,385,92081,39,47,23
USA,California,Lightning,2007,7,165,38782,33,49,46
USA,Texas,Unknown,2007,6,74,52134,17,17,64
USA,Oregon,Climate Change,2007,9,253,46052,45,21,10
Brazil,Amazonas,Climate Change,2007,9,324,99228,28,79,26
Brazil,Mato Grosso,Human,2007,6,82,61340,17,94,2
Greece,Athens,Unknown,2007,7,489,68330,17,57,33
Greece,Crete,Climate Change,2007,8,177,67862,32,5,22
Australia,New South Wales,Unknown,2007,8,372,69747,36,87,2
Australia,Victoria,Lightning,2007,8,248,49677,20,7,45
Portugal,Lisbon,Unknown,2007,7,439,50811,46,17,44
Portugal,Porto,Unknown,2007,8,127,90323,16,72,61
Italy,Sicily,Human,2007,5,392,24548,44,9,13
Italy,Sardinia,Human,2007,10,164,77193,31,62,41
Russia,Siberia,Deforestation,2007,8,371,70883,43,89,53
Russia,Far East,Lightning,2007,8,149,62840,48,79,21
Canada,British Columbia,Human,2007,5,185,79061,43,5,60
Canada,Alberta,Lightning,2007,10,204,72124,25,19,36
France,Corsica,Unknown,2007,9,49,7736,27,38,39
France,Provence,Climate Change,2007,10,368,28455,20,25,29
China,Yunnan,Climate Change,2007,7,27,14710,25,54,59
China,Sichuan,Unknown,2007,8,24,46159,42,76,54
India,Madhya Pradesh,Human,2007,7,345,26727,39,38,10
India,Assam,Climate Change,2007,6,260,33838,23,84,5
Turkey,Mugla,Human,2008,6,267,58226,25,56,8
Turkey,Antalya,Climate Change,2008,7,49,9693,42,7,15
Turkey,Izmir,Climate Change,2008,6,289,94197,38,50,13
Spain,Catalonia,Lightning,2008,9,305,98691,27,8,24
Spain,Andalusia,Climate Change,2008,10,58,73773,28,32,68
USA,California,Unknown,2008,9,104,64202,23,21,50
USA,Texas,Climate Change,2008,8,82,95889,27,49,54
USA,Oregon,Unknown,2008,5,307,25742,34,79,29
Brazil,Amazonas,Human,2008,9,429,38593,47,40,34
Brazil,Mato Grosso,Deforestation,2008,5,496,78414,35,37,68
Greece,Athens,Lightning,2008,10,467,89092,36,69,48
Greece,Crete,Unknown,2008,7,377,22071,30,63,15
Australia,New South Wales,Human,2008,6,388,66458,48,60,50
Australia,Victoria,Climate Change,2008,6,192,75988,21,10,9
Portugal,Lisbon,Deforestation,2008,9,403,69629,24,7,47
Portugal,Porto,Human,2008,10,71,27428,33,66,58
Italy,Sicily,Climate Change,2008,7,92,39983,30,20,53
Italy,Sardinia,Deforestation,2008,9,216,73868,27,8,44
Russia,Siberia,Unknown,2008,5,92,58048,36,57,26
Russia,Far East,Climate Change,2008,5,263,64220,45,17,19
Canada,British Columbia,Human,2008,9,175,28933,35,40,55
Canada,Alberta,Deforestation,2008,7,374,75927,26,15,49
France,Corsica,Unknown,2008,9,224,1734,29,20,48
France,Provence,Human,2008,7,291,26031,49,80,62
China,Yunnan,Lightning,2008,9,478,79898,28,8,18
China,Sichuan,Human,2008,9,412,96916,26,15,30
India,Madhya Pradesh,Unknown,2008,10,313,37139,41,90,67
India,Assam,Deforestation,2008,8,180,33217,21,61,4
Turkey,Mugla,Lightning,2009,5,365,10347,29,34,47
Turkey,Antalya,Deforestation,2009,6,375,19664,40,82,32
Turkey,Izmir,Deforestation,2009,10,300,76588,32,40,51
Spain,Catalonia,Lightning,2009,9,428,83046,21,35,66
Spain,Andalusia,Climate Change,2009,10,81,23910,49,19,22
USA,California,Unknown,2009,10,343,2047,27,83,52
USA,Texas,Unknown,2009,7,354,18077,16,29,12
USA,Oregon,Lightning,2009,5,308,39380,31,34,36
Brazil,Amazonas,Climate Change,2009,6,23,8401,48,36,7
Brazil,Mato Grosso,Deforestation,2009,7,401,36426,21,49,46
Greece,Athens,Deforestation,2009,9,325,40385,43,88,62
Greece,Crete,Deforestation,2009,5,155,76098,49,26,34
Australia,New South Wales,Deforestation,2009,9,360,46223,16,21,66
Australia,Victoria,Unknown,2009,6,114,56193,47,30,36
Portugal,Lisbon,Human,2009,7,203,86015,45,58,68
Portugal,Porto,Lightning,2009,5,55,78237,35,60,38
Italy,Sicily,Climate Change,2009,5,407,58591,35,82,54
Italy,Sardinia,Climate Change,2009,9,451,96033,33,79,3
Russia,Siberia,Human,2009,5,138,64768,19,45,63
Russia,Far East,Unknown,2009,10,363,14625,41,54,53
Canada,British Columbia,Unknown,2009,5,450,80583,30,58,6
Canada,Alberta,Unknown,2009,5,166,71621,45,24,64
France,Corsica,Lightning,2009,7,418,2600,20,7,50
France,Provence,Human,2009,6,284,16783,29,42,45
China,Yunnan,Climate Change,2009,6,475,93970,36,68,49
China,Sichuan,Deforestation,2009,9,229,29049,31,90,6
India,Madhya Pradesh,Climate Change,2009,9,349,88041,31,21,60
India,Assam,Climate Change,2009,5,427,48281,18,82,28
Turkey,Mugla,Unknown,2010,7,76,46680,35,61,43
Turkey,Antalya,Human,2010,10,436,40830,26,39,17
Turkey,Izmir,Human,2010,8,70,29502,34,89,9
Spain,Catalonia,Lightning,2010,6,253,63093,16,80,52
Spain,Andalusia,Lightning,2010,6,207,22001,44,60,43
USA,California,Deforestation,2010,8,235,98798,16,16,22
USA,Texas,Deforestation,2010,9,459,56999,36,77,13
USA,Oregon,Unknown,2010,5,204,35844,18,18,15
Brazil,Amazonas,Lightning,2010,5,77,87572,31,72,61
Brazil,Mato Grosso,Climate Change,2010,9,370,35046,39,25,13
Greece,Athens,Human,2010,10,5,35555,21,14,16
Greece,Crete,Climate Change,2010,7,444,2321,37,17,28
Australia,New South Wales,Climate Change,2010,5,213,80021,27,16,30
Australia,Victoria,Deforestation,2010,9,88,33143,47,46,16
Portugal,Lisbon,Climate Change,2010,8,453,85998,33,55,35
Portugal,Porto,Lightning,2010,8,241,77039,36,52,41
Italy,Sicily,Deforestation,2010,6,227,46375,31,87,56
Italy,Sardinia,Unknown,2010,6,371,29252,27,77,36
Russia,Siberia,Lightning,2010,6,20,6709,46,11,47
Russia,Far East,Lightning,2010,9,278,53930,38,82,51
Canada,British Columbia,Lightning,2010,9,498,92601,36,78,39
Canada,Alberta,Human,2010,5,238,87514,15,82,37
France,Corsica,Unknown,2010,8,358,7302,37,50,62
France,Provence,Deforestation,2010,5,221,31101,29,67,5
China,Yunnan,Lightning,2010,6,490,56592,15,26,12
China,Sichuan,Deforestation,2010,10,234,88328,40,55,59
India,Madhya Pradesh,Deforestation,2010,9,267,918,37,94,10
India,Assam,Climate Change,2010,10,298,57298,21,15,51
Turkey,Mugla,Climate Change,2011,7,301,12032,30,20,45
Turkey,Antalya,Lightning,2011,6,495,73044,33,55,67
Turkey,Izmir,Human,2011,7,242,60761,42,42,29
Spain,Catalonia,Unknown,2011,7,45,65927,37,70,11
Spain,Andalusia,Climate Change,2011,10,204,32178,43,67,23
USA,California,Lightning,2011,6,24,30596,24,83,38
USA,Texas,Climate Change,2011,7,92,21410,29,83,38
USA,Oregon,Unknown,2011,9,146,12942,35,88,34
Brazil,Amazonas,Unknown,2011,7,364,26810,37,39,26
